close,epoch,high,low,open,ema8,ema21,ema50,ema200,rsi,macd_hist,bb_mid,bb_std,bb_upper,bb_lower,bb_width,bb_pos,atr,atr_pct,price_ema8_dist,price_ema21_dist,price_ema50_dist,ema_bull,ema_bear,candle_body,candle_dir,high_low_range,momentum_1,momentum_3,momentum_5,momentum_10,rsi_oversold,rsi_overbought,rsi_neutral,kalman_price_vs_raw,kalman_velocity,kalman_trend_dir,kalman_noise_ratio,kalman_ema_agreement,kalman_acceleration,garch_vol,realized_vs_garch,ou_theta,ou_zscore,ou_rev_time,ou_mean_dist,vwap_dist,vwap_direction,session_asian,session_london,session_ny,session_overlap,session_night,session_strength,label,label_strength,symbol,trend5m
109.7467,1773146160,109.7618,109.6663,109.6663,109.62086634279524,109.53006649556322,109.4821576530761,109.45812310009555,63.20659056496285,0.09079984723202017,109.48008,0.15272009690934077,109.78552019381868,109.17463980618132,0.005579831396153215,0.9364520539569695,0.14709999999999976,0.001340359208978491,0.001147898766018425,0.0019778450919278935,0.002416305566082992,1,0,0.0007696355082824752,1.0,0.0008708235802602983,0.0007696355082824752,0.001009704841474584,0.0030875001942227065,0.0020360889926088633,0,0,0,0.0005816052642602681,0.00021565120192288791,1.0,0.0006613494452690412,1.0,2.635838478498074e-05,0.0027093878304837336,-0.5052907360005906,0.0,0.0,0.0,1097467000000.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0005403351535854221,R_50,1
109.828,1773146220,109.8317,109.7487,109.7629,109.6668960443963,109.55715135960293,109.49572009805351,109.46180346725878,66.52482263759802,0.10974468479336963,109.49889,0.17111359384922803,109.84111718769846,109.15666281230155,0.006250788253624402,0.9808355556366598,0.14772857142857074,0.0013450902450064712,0.0014690299572123165,0.0024722132424570037,0.0030346382639333796,1,0,0.0007407967619976249,1.0,0.000756273195034864,0.0007407967619976249,0.0010919876545225308,0.0029239926288328996,0.003960886587737858,0,1,0,0.0008523036434352403,0.00024670831434049926,1.0,0.0006676725165256926,1.0,1.8506622946227004e-05,0.002701630593418141,-0.5021190911535566,0.27938054936115525,2.337337359270757,0.07158668869054803,0.003177929720180002,0.002920833020598304,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0011272171031067014,R_50,1
109.7845,1773146280,109.8497,109.7344,109.8403,109.69303025675268,109.57781941782083,109.50704480009063,109.46501437803232,63.995332787034,0.11521083893184425,109.518715,0.18031160827563325,109.87933821655126,109.15809178344874,0.006585599850240406,0.8685078881705376,0.15164285714285747,0.0013812774767190039,0.0008338701468381151,0.001886153450371979,0.0025336744354290093,1,0,-0.00039607386094592587,-1.0,0.0010507188265475528,-0.00039607386094592587,0.0011143300842667069,0.001354482104417008,0.0031478435672485537,0,0,0,0.00016145322480018835,0.0002524887811323447,1.0,0.0006638172350681433,1.0,-2.435073383992666e-06,0.002694212955846307,-0.4873168720930585,0.20613763025896953,1.712486251802547,0.09702208642249265,0.002608336942956503,0.0024251352994097103,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.00125974067377454,R_50,1
109.7523,1773146340,109.8075,109.7333,109.7963,109.70620131080763,109.59368128892802,109.51666265106746,109.46787294143499,59.8376622832648,0.11252002187960386,109.53905,0.18267834112392023,109.90440668224784,109.17369331775217,0.006670802462643876,0.7918380999750851,0.14672142857142895,0.0013368414928108926,0.0004202013071419265,0.0014473344558415286,0.002151611848174277,1,0,-0.00029330187776926227,-1.0,0.0006761848955598445,-0.00029330187776926227,5.102659123232003e-05,0.000401975422073829,-0.00022318012549069356,0,0,0,-0.0002972302731267911,0.0002417255827244375,1.0,0.000676288964727087,1.0,-6.054541780778313e-06,0.002680609225200471,-0.5012918964941241,0.2194690944779662,1.3291055164295686,0.0911285888292535,0.002132831817829286,0.0019743778125649943,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.00105965888641978,R_50,1
109.806,1773146400,109.8289,109.6843,109.7495,109.72837879729482,109.61298298993455,109.5280092137707,109.47123738977892,59.29046265845658,0.11539580736027233,109.563915,0.18351709593386095,109.93094919186771,109.19688080813228,0.006699910127667795,0.8297853514479581,0.14750000000000085,0.0013432781450922614,0.000707394053898915,0.0017608955143860164,0.0025380794211892306,1,0,0.0004892835958785662,1.0,0.0013183290589435254,0.0004892835958785662,-0.00020031321703013383,0.0013103865229879771,0.0023807524200034798,0,0,0,-3.85652158661079e-05,0.0002402825662110711,1.0,0.0006786419667143633,1.0,-1.7480520472779803e-05,0.0026676625710879676,-0.49645873158901876,0.24471843458479464,1.4992741846145008,0.08172624309112667,0.002437030447130503,0.0023720677985561082,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0014325264557491597,R_50,1
109.7042,1773146460,109.8216,109.6625,109.8216,109.7230057312293,109.62127544539504,109.53491865636794,109.47355542570152,60.371288730970036,0.10173028583426458,109.581265,0.17929985256987066,109.93986470513974,109.22266529486026,0.006544909025091807,0.6714097894823312,0.14473571428571574,0.0013193270110507687,-0.00017139278225181145,0.0007564640556135877,0.001545455510522018,1,0,-0.0009270895943746655,-1.0,0.0014508150005686927,-0.0009270895943746655,-0.0007314329436297556,-0.00038725537988809915,0.002699049163273989,0,0,0,-0.000934490806643145,0.00020671528192553834,1.0,0.0007360345982273089,1.0,-4.002916500699458e-05,0.002659488012449452,-0.5039168985660037,0.22806715692162302,0.784283187947097,0.08769308381298105,0.001280394188176625,0.001233313569837225,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0002998973603562847,R_50,1
109.6462,1773146520,109.7285,109.6462,109.6817,109.70593779095613,109.62354131399549,109.53928263062801,109.4752732821622,56.851408772200884,0.08239647696063912,109.59708,0.1696513781413572,109.93638275628273,109.25777724371729,0.0061918211011227665,0.5723837325710093,0.14367142857143023,0.0013103183564175524,-0.000544526505666124,0.00020669543907182462,0.0009760641735487302,1,0,-0.0005286944346702684,-1.0,0.0007505960078865345,-0.0005286944346702684,-0.0009667223374809949,-0.0016553155843668664,0.0012638369138989523,0,0,0,-0.0012944829206178407,0.00016025871478237935,1.0,0.0008157235698764731,1.0,-4.48004176376263e-05,0.002664217354946341,-0.5081788635590397,0.2842908119145697,0.3715669773267395,0.07035024985527914,0.0005925739221931052,0.000555565270730636,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0004149710614686519,R_50,1
109.636,1773146580,109.6457,109.5393,109.6262,109.69039605963253,109.62467392181406,109.5430754686426,109.47687255298648,44.02478351584222,0.0657221378184687,109.61427499999999,0.15380076269401988,109.92187652538803,109.30667347461196,0.0056124355224360534,0.5353135439089033,0.1272500000000016,0.0011606589076580832,-0.0004959053990740046,0.0001033168700142172,0.0008482921531995643,1,0,-9.302647971373602e-05,-1.0,0.0009713408794826212,-9.302647971373602e-05,-0.001548184980782898,-0.0013526499642468953,0.0,0,0,0,-0.0012004371845331242,0.00011717120049618412,1.0,0.0008736538720588668,1.0,-3.8305519885824034e-05,0.0026573158180991617,-0.5632212941815631,0.3518972333066614,0.23537137084553567,0.0568346132689192,0.0003551189502487324,0.00038804985375491584,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.000750665839687597,R_50,1
109.6487,1773146640,109.7,109.6098,109.6331,109.68113026860308,109.62685811074006,109.5472176071272,109.47858227882742,55.39455845142101,0.05427215786302497,109.63027499999998,0.13840269572594946,109.90708039145188,109.35346960854808,0.0050497983600223855,0.533281504832783,0.11455000000000126,0.0010447000283633208,-0.0002956777389479769,0.00019923848622827647,0.00092638037815584,1,0,0.00011583786347548157,1.0,0.0008229191185451806,0.00011583786347548157,-0.0005059058814516163,-0.0009439437715647484,-0.0005423477916869081,0,0,0,-0.0009323786855977827,8.369044023945483e-05,1.0,0.0009047050022751073,1.0,-2.8041780040818174e-05,0.0026463170269595687,-0.6052248924664568,0.4147495764327287,0.22964323536710543,0.048221753353594056,0.0003140558107051442,0.0004251159688859945,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.00013680052750283923,R_50,1
109.6713,1773146700,109.6713,109.5952,109.6677,109.67894576446906,109.63089828249096,109.55208358331829,109.48049986809282,65.51561010912731,0.04804748197810227,109.64137500000001,0.1318726893037741,109.90512037860756,109.37762962139246,0.00481105565499434,0.5567308517447925,0.11009285714285763,0.001003843823706454,-6.971041174556493e-05,0.0003685249153476485,0.001088216789514925,1,0,0.00020611279477072189,1.0,0.0006943734762099734,0.00020611279477072189,0.00022891810204080137,-0.0012267089230085103,8.207013713912742e-05,0,1,0,-0.0006284848855663217,6.111150302207199e-05,1.0,0.0008928245131970669,1.0,-1.831648332058307e-05,0.002637022234707772,-0.6193267267803791,0.42540740431637786,0.30411807835321863,0.04701364570391967,0.0003742123241043874,0.0005592839770641816,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.00047140865477109095,R_50,1
