close,epoch,high,low,open,ema8,ema21,ema50,ema200,rsi,macd_hist,bb_mid,bb_std,bb_upper,bb_lower,bb_width,bb_pos,atr,atr_pct,price_ema8_dist,price_ema21_dist,price_ema50_dist,ema_bull,ema_bear,candle_body,candle_dir,high_low_range,momentum_1,momentum_3,momentum_5,momentum_10,rsi_oversold,rsi_overbought,rsi_neutral,kalman_price_vs_raw,kalman_velocity,kalman_trend_dir,kalman_noise_ratio,kalman_ema_agreement,kalman_acceleration,label,label_strength,symbol,trend5m
5387.169,1773052920,5387.802,5387.169,5387.802,5389.257273343643,5389.880074385428,5386.582295497161,5380.441655020992,0.0,-0.6228010417853511,5393.0212,3.5666145174081367,5400.1544290348165,5385.887970965184,0.002645355458575388,0.08979306766645286,0.644000000000038,0.00011954330744033425,-0.00038748815239752804,-0.0005029934521757137,0.00010891962113517349,0,0,-0.000117858778827182,-1.0,0.00011750141864860729,-0.000117858778827182,-0.0003431051816861858,-0.0005769645689955055,-0.0011990056429466937,1,0,0,-0.00031984563322721456,-9.383150110984931e-05,-1.0,0.0005463990008018807,1.0,-1.0510100690892657e-05,0.0,0.0004855982799128792,BOOM500,1
5386.547,1773052980,5387.169,5386.547,5387.169,5388.654990378389,5389.577067623117,5386.580911360018,5380.502404722275,0.0,-0.922077244727916,5392.61475,3.8221440232162514,5400.259038046433,5384.970461953567,0.0028350951813989117,0.10311869704844889,0.645142857142868,0.00011976928023516142,-0.00039119045144905617,-0.0005622087939552466,-6.2955259702768655e-06,0,0,-0.00011545952985701522,-1.0,0.00011547286229940755,-0.00011545952985701522,-0.000342031664374836,-0.000568872013630785,-0.0011939582264816164,1,0,0,-0.0002649044522153708,-0.00010337159038942304,-1.0,0.0004647798494358554,1.0,-8.961030076851045e-06,0.0,0.000495864976208203,BOOM500,1
5385.795,1773053040,5386.537,5385.795,5386.537,5388.019436960969,5389.233243293743,5386.550091306684,5380.5550673618545,0.0,-1.2138063327738564,5391.9685,3.828212754632765,5399.624925509265,5384.312074490735,0.0028399370320005835,0.09684189491958199,0.653785714285732,0.00012139075369295191,-0.00041284872614036957,-0.0006379837610519506,-0.00014018087530699318,0,0,-0.00013960706181520072,-1.0,0.00013776981856906462,-0.00013960706181520072,-0.0003728791915964236,-0.0005980681452539028,-0.0012141292225158289,1,0,0,-0.0002336116810241623,-0.00011178865870594978,-1.0,0.000325536991167993,1.0,-7.443864447220139e-06,0.0,0.00047495309420428973,BOOM500,1
5385.198,1773053100,5385.783,5385.198,5385.783,5387.392450969643,5388.866402994312,5386.497068118187,5380.601265696562,0.0,-1.4739520246694156,5391.325500000001,3.831570551971035,5398.988641103943,5383.662358896058,0.0028427669981871827,0.10019658277869417,0.650499999999998,0.00012079407293845054,-0.0004073308172021718,-0.0006807374167363568,-0.00024117122904890182,0,0,-0.0001108471451289441,-1.0,0.00010863110325748942,-0.0001108471451289441,-0.0003658693462186748,-0.000592384738298443,-0.00118536483400339,1,0,0,-0.00018049667509807018,-0.00011829638536283762,-1.0,0.0002476754448384334,1.0,-5.78169964237193e-06,0.0,0.0004829905975603065,BOOM500,1
5384.553,1773053160,5385.189,5384.553,5385.189,5386.761461865278,5388.4742754493745,5386.420830152768,5380.6405864359,0.0,-1.7128135840966934,5390.68165,3.8337058102398527,5398.34906162048,5383.014238379521,0.002844690938289583,0.1003442684855264,0.6487857142857527,0.00012049017147491217,-0.00040997951754730984,-0.0007277153511227711,-0.00034676647288900934,0,0,-0.00011977275487371579,-1.0,0.00011811565416858377,-0.00011977275487371579,-0.0003701814910367718,-0.0006033998267197811,-0.001176798592145228,1,0,0,-0.00014116664135615346,-0.00012339002231965298,-1.0,0.00022261095825330953,1.0,-4.537832271667261e-06,0.0,0.0004930771412222603,BOOM500,1
5383.876,1773053220,5384.54,5383.876,5384.54,5386.120248117439,5388.056250408522,5386.321032891875,5380.672779605692,0.0,-1.9360022910832413,5390.03545,3.837350243605075,5397.710150487211,5382.36074951279,0.0028477365532764464,0.09871723917601437,0.6507142857142624,0.00012086353506549229,-0.000416672486698173,-0.0007758364453238158,-0.00045393374753267715,0,0,-0.00012573002810069235,-1.0,0.00012333122085273648,-0.00012573002810069235,-0.00035630765745815307,-0.0006112672537281834,-0.0011878791431761005,1,0,0,-0.00011132618207168771,-0.0001274106955747841,-1.0,0.00022968110908134492,1.0,-3.430752886909718e-06,0.0,0.0004918389650876316,BOOM500,1
5383.237,1773053280,5383.871,5383.237,5383.871,5385.479526313564,5387.61813673502,5386.200090425527,5380.698294236481,0.0,-2.1386104214561783,5389.38805,3.837483433530386,5397.0630168670605,5381.713083132939,0.0028481774909716894,0.09927840037927527,0.6503571428571117,0.00012081153827281088,-0.0004164023468303478,-0.0008131862028504813,-0.0005501263183286613,0,0,-0.00011868772609178068,-1.0,0.00011777300534975568,-0.00011868772609178068,-0.0003641463136546147,-0.0006144938492134998,-0.001183016294490919,1,0,0,-7.959532541323148e-05,-0.00013029032479746985,-1.0,0.00024754801507977363,1.0,-2.3804939177323936e-06,0.0,0.0004885536341796041,BOOM500,1
5382.597,1773053340,5383.216,5382.597,5383.216,5384.838964910549,5387.161669759109,5386.058792761782,5380.717186831143,0.0,-2.3227048485596242,5388.738950000001,3.8331187312529362,5396.405187462507,5381.072712537495,0.0028452806987451875,0.09941561750139571,0.6422857142857278,0.00011932636128726111,-0.00041634762435031956,-0.0008473237001096494,-0.0006427320783119083,0,0,-0.00011888757637836037,-1.0,0.0001150002498794885,-0.00011888757637836037,-0.00036326135149938996,-0.000593784204560378,-0.0011914972263963781,1,0,0,-5.290105385926946e-05,-0.00013221009822911593,-1.0,0.00026432260934066847,1.0,-1.6547678946239874e-06,0.0,0.000501802382753162,BOOM500,1
5381.898,1773053400,5382.597,5381.898,5382.597,5384.185417152649,5386.6831543264625,5385.895624418183,5380.728936215908,0.0,-2.4977371738132206,5388.08645,3.8312726685152776,5395.7489953370305,5380.423904662969,0.0028442547862351686,0.09618835988464378,0.6427857142856997,0.00011943476340237213,-0.00042483996657358976,-0.0008883303861336328,-0.0007422394893912218,0,0,-0.000129862963918644,-1.0,0.00012987983049838575,-0.000129862963918644,-0.0003673933054921823,-0.0006127908388883975,-0.001204812569246114,1,0,0,-3.9218425821148974e-05,-0.00013363801400725081,-1.0,0.0002748197850021391,1.0,-1.1233912882299543e-06,0.0,0.0004680504907376975,BOOM500,1
5381.228,1773053460,5381.893,5381.228,5381.893,5383.528213340949,5386.187231205875,5385.712580323352,5380.7339020247055,0.0,-2.6590178649257723,5387.4326,3.830019450271497,5395.0926389005435,5379.772561099457,0.002843669506155285,0.09500205674090356,0.6465000000000275,0.00012013986398644091,-0.0004272687445472868,-0.0009207313063947409,-0.0008326809603127338,0,0,-0.0001244913969012531,-1.0,0.00012357774099145237,-0.0001244913969012531,-0.00037319553272500863,-0.0006175071542614134,-0.001220534377271315,1,0,0,-2.332866327468659e-05,-0.00013449474185458802,-1.0,0.0002784295063082542,1.0,-4.779462363621018e-07,0.0,0.00046402048008378354,BOOM500,1
5380.607,1773053520,5381.225,5380.607,5381.225,5382.879054820738,5385.679937459886,5385.512361487142,5380.732639317992,0.0,-2.800882639147858,5386.781150000001,3.82740005575909,5394.435950111519,5379.126349888483,0.0028420683515304654,0.09671383249313373,0.6432857142857367,0.00011955634639098091,-0.00042208914552952246,-0.0009419307346137094,-0.0009108439750730167,0,0,-0.00011540116865519971,-1.0,0.00011485692971078939,-0.00011540116865519971,-0.0003697100117284918,-0.000607183374951461,-0.0012180794773655283,1,0,0,-3.283920774793399e-06,-0.00013463090406130727,-1.0,0.00027570719447136505,1.0,-7.002957696642743e-08,1.0,6.709280198309899e-05,BOOM500,1
5379.896,1773053580,5380.592,5379.896,5380.592,5382.216153749463,5385.154124963532,5385.292112017059,5380.724314548658,0.0,-2.937971214068966,5386.12665,3.8297214035655665,5393.786092807131,5378.467207192869,0.0028441376539599934,0.09327002257861335,0.6515714285714499,0.00012111227216501024,-0.00043107777227546047,-0.0009764112301183004,-0.0010020091584294261,0,1,-0.00013214122495849016,-1.0,0.0001293705305827287,-0.00013214122495849016,-0.0003719877262631827,-0.0006206303010624067,-0.0012347427767732681,1,0,0,-6.159253240874855e-07,-0.00013467117480558583,-1.0,0.0002668050470547534,1.0,5.176509200945388e-07,1.0,8.550351159205241e-05,BOOM500,1
5379.379,1773053640,5379.892,5379.379,5379.892,5381.585675138472,5384.6291136032105,5385.0602252712915,5380.710928334243,0.0,-3.043438464738756,5385.478499999999,3.819388150225692,5393.117276300451,5377.839723699548,0.002836805049152589,0.10075411557417743,0.6436428571428873,0.0001196500297047089,-0.0004100418114062744,-0.0009750186117642179,-0.0010549975364491696,0,1,-9.609851194146054e-05,-1.0,9.536416749961481e-05,-9.609851194146054e-05,-0.0003436018693131244,-0.000597852672232342,-0.0011912818813192942,1,0,0,2.9451302744228585e-05,-0.0001336306132089013,-1.0,0.0002548081559242263,1.0,1.1223881944858227e-06,1.0,7.342855002416386e-05,BOOM500,1
5378.731,1773053700,5379.368,5378.731,5379.368,5380.951302885478,5384.092921457464,5384.812020358691,5380.691227554798,0.0,-3.141618571986328,5384.8356,3.8188654198222443,5392.473330839644,5377.197869160356,0.0028367554395324767,0.10036559757223007,0.6480714285714514,0.00012048779323068051,-0.0004126227428015731,-0.0009958820428405922,-0.0011292911128003567,0,1,-0.00012046000105218951,-1.0,0.00011842942136362906,-0.00012046000105218951,-0.0003486595471477788,-0.0005884541104272716,-0.001200884350027693,1,0,0,3.306860662461385e-05,-0.00013245982612516882,-1.0,0.00023748712424350466,1.0,8.691970749508676e-06,1.0,6.24682662137668e-05,BOOM500,1
5380.968,1773053760,5381.187,5378.298,5378.731,5380.955013355371,5383.8088376886035,5384.661274462272,5380.693981509477,20.955503510132687,-2.8538243332322963,5384.339150000001,3.630132928909713,5391.5994158578205,5377.078884142181,0.0026968085239652225,0.2678356367352124,0.8090714285714447,0.0001503579706423537,2.413446051197549e-06,-0.0005276631794050253,-0.0006858879832957781,0,1,0.00041589735571458,1.0,0.0005371587814583851,0.00041589735571458,0.00019926035744930693,-4.831610925985917e-05,-0.0006657934279781385,1,0,0,0.00045110204318982383,-0.00011626350085751069,-1.0,0.00025653842482070336,1.0,1.4415594489404509e-05,0.0,0.0004757508314488194,BOOM500,1
5380.356,1773053820,5380.963,5380.356,5380.963,5380.8218992764005,5383.494943353276,5384.4924401696335,5380.690618509383,20.975152364804828,-2.6730440768751578,5383.843,3.4491784376442585,5390.741356875288,5376.944643124712,0.0025626144281281236,0.24725865426619617,0.8083571428571433,0.0001502423153518361,-8.65851509531208e-05,-0.0005830679486662015,-0.0007682135717704528,0,1,-0.00011373418314326877,-1.0,0.0001128178135424421,-0.00011373418314326877,0.00018161947689498056,-4.664901190519937e-05,-0.0006538040623521736,1,0,0,0.0003519110005644302,-0.00010363043004004358,-1.0,0.00025758988982030096,1.0,1.1154808080775505e-05,0.0,4.07036263028043e-05,BOOM500,1
5379.774,1773053880,5380.356,5379.774,5380.356,5380.589032770534,5383.156675775705,5384.307403300237,5380.6814979272,21.314911859949447,-2.567643005170794,5383.35105,3.2804313816891044,5389.9119127633785,5376.790187236622,0.0024374642123248793,0.22739484660545334,0.796214285714281,0.00014800143755374872,-0.00015147649552297514,-0.0006283814459509096,-0.0008419659132867674,0,1,-0.00010817128085937332,-1.0,0.00010818298315122798,-0.00010817128085937332,0.00019391190970519914,-2.2677018291689384e-05,-0.0006432932453094065,1,0,0,0.0002694828549738883,-9.395800262283925e-05,-1.0,0.0002482241423846876,1.0,8.068488060473305e-06,0.0,5.05597447030181e-05,BOOM500,1
5379.067,1773053940,5379.756,5379.067,5379.756,5380.250803265971,5382.784887068822,5384.101897288463,5380.665433271209,21.09382366529624,-2.5340838028514554,5382.8535,3.1267185842718805,5389.1069371685435,5376.600062831457,0.002323465488534404,0.19724649836835906,0.8040714285714655,0.00014948157897484184,-0.00022002752460017406,-0.0006906995443480797,-0.000935141530474886,0,1,-0.0001314181599450686,-1.0,0.00012808912772424897,-0.0001314181599450686,-0.0003532821603844893,-5.799925976583772e-05,-0.0006558172569857412,1,0,0,0.00017999452368173212,-8.749979627465005e-05,-1.0,0.00023308126439106446,1.0,5.249956620689239e-06,0.0,2.5097289176769553e-05,BOOM500,1
5378.408,1773054000,5379.054,5378.408,5379.054,5379.841291429089,5382.386988244383,5383.87860719872,5380.64297124861,21.06601374616463,-2.5456968152939226,5382.3544,2.990147283816003,5388.334694567632,5376.374105432368,0.002222185357260002,0.1700496977710347,0.8050714285714093,0.00014968582312301507,-0.0002664189055860105,-0.0007392608991277212,-0.0010161089426133517,0,1,-0.0001225119523515209,-1.0,0.00012010989125401396,-0.0001225119523515209,-0.0003620578266567072,-6.005133924700913e-05,-0.0006484701122168641,1,0,0,0.00011247376550209039,-8.346662306120085e-05,-1.0,0.00021571255727104895,1.0,9.225528625769424e-06,0.0,4.2949512197787274e-05,BOOM500,-1
5380.137,1773054060,5380.137,5377.972,5378.401,5379.907004444847,5382.18244385853,5383.731877504652,5380.637936708823,33.98166394930951,-2.2754394136827614,5381.97105,2.7353265267344877,5387.441703053469,5376.5003969465315,0.0020329552138592774,0.33237376030721133,0.9113571428571439,0.000169392924911976,4.275084215442874e-05,-0.00038003985927014374,-0.0006677296690189007,0,1,0.0003214705912975229,1.0,0.0004025681055981555,0.0003214705912975229,6.747495340870592e-05,-0.0001544331800523838,-0.00020274182770184222,1,0,0,0.000401449575528571,-6.905130699192938e-05,-1.0,0.0002181424092640948,1.0,1.2114576670227888e-05,0.0,0.0004912514309579904,BOOM500,-1
5379.502,1773054120,5380.133,5379.502,5380.133,5379.817003457104,5381.938767144118,5383.56599995545,5380.626633855999,33.99331447264957,-2.1217636870142087,5381.5877,2.4952227218305287,5386.578145443661,5376.597254556339,0.0018546368550905429,0.291030678165407,0.9110714285713714,0.00016935980850483397,-5.855282008684206e-05,-0.0004527675340704065,-0.0007548899661457196,0,1,-0.00011802673426332768,-1.0,0.00011729710296592353,-0.00011802673426332768,8.086904290286625e-05,-0.00015872555645004603,-0.0002053671639648729,1,0,0,0.000273428837284315,-5.923416663221327e-05,-1.0,0.00020982897584828226,1.0,8.065165426259782e-06,0.0,0.00048666214828071313,BOOM500,-1
5378.932,1773054180,5379.493,5378.932,5379.493,5379.620336022192,5381.665424676471,5383.384274467002,5380.609771827581,34.19849960783871,-2.045088654279425,5381.20695,2.269422218947611,5385.745794437895,5376.668105562105,0.0016869243201639078,0.2493910585444099,0.9060714285713922,0.00016844820283494795,-0.00012795252809621216,-0.0005079142720277122,-0.0008270400625344378,0,1,-0.00010595776337672293,-1.0,0.00010429579700962821,-0.00010595776337672293,9.742659909761823e-05,-0.00015651215088227448,-0.00017918561994505541,1,0,0,0.00017586922602798208,-5.2920735397904046e-05,-1.0,0.00019798164926206578,1.0,4.388159289451731e-06,0.0,0.0004991697236550845,BOOM500,-1
5378.177,1773054240,5378.918,5378.177,5378.918,5379.299594683927,5381.348295160428,5383.180067625159,5380.58556514273,34.034154290939554,-2.048700476500926,5380.826050000001,2.0911337261118486,5385.008317452224,5376.643782547777,0.0015545075842857401,0.18329978531014646,0.9100714285714275,0.00016921559639473144,-0.00020868789034116504,-0.0005893123779556544,-0.0009293888672325558,0,1,-0.0001403624362605988,-1.0,0.00013777902809817744,-0.0001403624362605988,-0.00036430299079744625,-0.00016545620272071548,-0.00022344586614927173,1,0,0,6.859002568229934e-05,-5.046001765512535e-05,-1.0,0.00018462054490519546,1.0,1.1204674975115948e-06,0.0,0.00047246492631225376,BOOM500,-1
5377.494,1773054300,5378.16,5377.494,5378.16,5378.898351420832,5380.997904691298,5382.957084581036,5380.554803300514,33.99622835182363,-2.099553270465549,5380.44085,1.9480759002440196,5384.337001800488,5376.544698199512,0.001448264894683506,0.12182556649315865,0.9109999999999933,0.00016940976596161583,-0.0002610853243697138,-0.0006511626195288383,-0.001014885405028513,0,1,-0.0001269947047112767,-1.0,0.0001238495105713098,-0.0001269947047112767,-0.0003732687523865002,-0.00016993876254844413,-0.00022997989674517226,1,0,0,-6.170984907552532e-06,-5.068420031710472e-05,-1.0,0.00017526743557396888,1.0,-1.0706547887976497e-06,0.0,0.0004327294460950242,BOOM500,-1
5376.884,1773054360,5377.493,5376.884,5377.493,5378.450717771758,5380.623913355725,5382.718924401387,5380.51827789454,34.02831402422514,-2.1731955839668444,5380.0574,1.8482669093971482,5383.753933818794,5376.360866181205,0.001374161479687821,0.07076004771390523,0.9102142857142488,0.00016928285708121076,-0.00029129536626243754,-0.0006950705747044441,-0.0010840106056691364,0,1,-0.00011343573791056973,-1.0,0.00011326262571414354,-0.00011343573791056973,-0.00038074472776375245,-0.0006046314433999806,-0.0007589712482958005,1,0,0,-5.347687767365688e-05,-5.260744261063674e-05,-1.0,0.00017008289125229945,1.0,-2.6219122236805603e-06,0.0,0.0004301748001258911,BOOM500,-1
5376.247,1773054420,5376.884,5376.247,5376.884,5377.961002711368,5380.2260121415675,5382.46512344447,5380.475777616983,34.245747340649146,-2.265009430199825,5379.67595,1.8054461607653902,5383.2868423215305,5376.065057678469,0.0013424200100865286,0.025193540173395843,0.9049285714284971,0.00016831975380381464,-0.00031870865380080306,-0.000739562266080967,-0.001155255687098715,0,1,-0.00011847010275834561,-1.0,0.00011848413958653767,-0.00011847010275834561,-0.000358857657529558,-0.0006050745961243343,-0.0007637041117724167,1,0,0,-9.259261633956619e-05,-5.5935815675943807e-05,-1.0,0.00016891207423770643,1.0,-3.7552659357711e-06,0.0,0.0004369218899355182,BOOM500,-1
5375.636,1773054480,5376.235,5375.636,5376.235,5377.444335442175,5379.808738310516,5382.197314681942,5380.427620625769,33.9700214092027,-2.3644028683411307,5379.2959,1.8163647877152012,5382.92862957543,5375.66317042457,0.00135063385356063,-0.0037396706808425256,0.9116428571427865,0.00016958790683423996,-0.00033628157343362184,-0.0007756294904687924,-0.0012190773207149089,0,1,-0.00011364805225650252,-1.0,0.00011142867560215003,-0.00011364805225650252,-0.0003455141000620792,-0.0006127610462447389,-0.0007691772925776888,1,0,0,-0.00011661707000898396,-6.012753833896956e-05,-1.0,0.00017116908880292195,1.0,-4.095027705084673e-06,0.0,0.00044218023690599723,BOOM500,-1
5375.167,1773054540,5375.611,5375.167,5375.611,5376.938260899469,5379.386762100468,5381.921616066964,5380.375276141931,34.498956154462846,-2.4485012009990896,5378.9244,1.8648373542588816,5382.654074708517,5375.194725291482,0.0013867734257493748,-0.0037168511530467547,0.898857142857066,0.00016722404026834253,-0.00032941812115442985,-0.0007844318111122923,-0.0012550565669330054,0,1,-8.72454905800992e-05,-1.0,8.260208473513417e-05,-8.72454905800992e-05,-0.00031932993161087566,-0.0005596691964580662,-0.000725032798438756,1,0,0,-0.000111519950791595,-6.413680726865521e-05,-1.0,0.0001743598583235408,1.0,-4.205839339669288e-06,1.0,0.0008351368431900958,BOOM500,-1
5374.571,1773054600,5375.166,5374.571,5375.166,5376.412202921809,5378.94896554588,5381.633356613357,5380.31752215047,17.544393706280815,-2.5367626240713435,5378.558050000001,1.9668341774339393,5382.491718354869,5374.624381645132,0.001462722282924187,-0.0067852244160037664,0.7350714285713755,0.00013676839110905327,-0.0003424594045836499,-0.000813907247293602,-0.0013123072765034182,0,1,-0.00011088027590592949,-1.0,0.00011070651034291735,-0.00011088027590592949,-0.0003117416294304102,-0.00054356174084057,-0.0007134081311794071,1,0,0,-0.00012279211461280204,-6.855159815839242e-05,-1.0,0.00017869341763891112,1.0,-4.7033445484995484e-06,1.0,0.0008296476128047863,BOOM500,-1
5373.898,1773054660,5374.563,5373.898,5374.563,5375.853491161406,5378.489786859891,5381.330009295187,5380.253646308176,17.436466314597993,-2.6362956984849006,5378.1915500000005,2.120095391956507,5382.4317407839135,5373.951359216087,0.0015768091353730313,-0.006292077267974962,0.7394285714284966,0.000137596316757128,-0.0003637545488583339,-0.0008537316313417465,-0.0013810729470872974,0,1,-0.0001252192965726496,-1.0,0.00012374630110209594,-0.0001252192965726496,-0.0003233105812968459,-0.0005553402305126577,-0.0011596358977474853,1,0,0,-0.00013923802346484958,-7.35578866633061e-05,-1.0,0.00018437957337397965,1.0,-5.069966389779952e-06,1.0,0.0008314262756754681,BOOM500,-1
